Genome	Genome_accession
MGYG000162179	ERZ978379
MGYG000282868	ERZ878452
MGYG000144653	ERZ947435
MGYG000079211	ERZ831585
MGYG000015166	QRPE01
MGYG000222679	ERZ969168
MGYG000147354	ERZ861282
MGYG000125595	ERZ877874
MGYG000123991	ERZ879718
MGYG000012404	ERZ878989
MGYG000011749	ERZ947066
MGYG000196375	ERZ865244
MGYG000228662	ERZ850578
MGYG000037895	ERZ829473
MGYG000072348	QTWZ01
MGYG000228764	GCA_003019235.1
MGYG000085444	ERZ965840
MGYG000108228	ERZ873736
MGYG000118361	ERZ959377
MGYG000278477	ERZ864106
MGYG000201371	NSAF01
MGYG000182163	ERZ930229
MGYG000214127	ERZ829428
MGYG000001929	CABRUO01
MGYG000211605	ERZ834360
MGYG000188232	ERZ865885
MGYG000221786	ERZ984664
MGYG000056302	ERZ845789
MGYG000127264	ERZ833696
MGYG000001263	CABKLU02
MGYG000049184	ERZ834556
MGYG000225990	ERZ895694
MGYG000099143	ERZ961129
MGYG000221971	ERZ946537
MGYG000206887	ERZ978949
MGYG000007678	ERZ905288
MGYG000194490	ERZ876020
MGYG000088055	ERZ944233
MGYG000041860	ERZ864478
MGYG000171823	ERZ902016
MGYG000212214	ERZ861779
MGYG000205177	ERZ851251
MGYG000228317	ERZ951297
MGYG000104497	ERZ876918
MGYG000158798	ERZ950170
MGYG000063670	ERZ873363
MGYG000058480	ERZ960335
MGYG000181497	ERZ844331
MGYG000138807	ERZ870971
MGYG000215923	ERZ832330
MGYG000104322	ERZ849705
MGYG000140485	ERZ975019
MGYG000089855	ERZ959613
MGYG000142525	ERZ983331
MGYG000143970	ERZ928962
MGYG000058659	ERZ946200
MGYG000077493	ERZ977538
MGYG000074627	ERZ859868
MGYG000185766	ERZ988292
MGYG000146450	MPFI01
MGYG000160198	ERZ849935
MGYG000019251	MIUI01
MGYG000225121	ERZ931072
MGYG000233162	ERZ865299
MGYG000095677	ERZ872258
MGYG000152979	ERZ839581
MGYG000022971	ERZ847400
MGYG000174424	ERZ933843
MGYG000238914	ERZ946442
MGYG000171396	ERZ978240
MGYG000045615	ERZ985757
MGYG000243628	ERZ980700
MGYG000144131	ERZ936259
MGYG000262102	CYCM01
MGYG000069604	ERZ879107
MGYG000136473	ERZ972147
MGYG000195274	ERZ934450
MGYG000063144	ERZ960814
MGYG000115016	ERZ848836
MGYG000233830	ERZ960895
MGYG000090180	ERZ843492
MGYG000103499	QUKF01
MGYG000248099	ERZ946905
MGYG000050810	ERZ869335
MGYG000272274	ERZ837040
MGYG000185878	BDRU01
MGYG000060058	ERZ850877
MGYG000012433	ERZ896010
MGYG000268157	ERZ930629
MGYG000003147	CABTBA01,USLF01
MGYG000244359	ERZ866417
MGYG000276491	ERZ846891
MGYG000133824	ERZ979139
MGYG000060639	CAAENE01
MGYG000026875	ERZ860563
MGYG000253295	ERZ949344
MGYG000014688	ERZ838929
MGYG000065368	ERZ870872
MGYG000120954	ERZ944237
MGYG000062676	ERZ875375
MGYG000256035	CYBI01
MGYG000078632	ERZ875185
MGYG000150585	ERZ849615
MGYG000171499	ERZ867067
MGYG000075593	BDRB01
MGYG000228574	ERZ864266
MGYG000250878	ERZ904069
MGYG000008678	ERZ959292
MGYG000068019	ERZ906518
MGYG000124249	ERZ946290
MGYG000055929	ERZ876687
MGYG000183197	ERZ899489
MGYG000264722	ERZ830165
MGYG000284459	QRYU01
MGYG000003158	UQBK01,CABTBK01
MGYG000222147	ERZ959972
MGYG000104588	ERZ895119
MGYG000189146	ERZ984938
MGYG000190855	ERZ949158
MGYG000083811	ERZ937118
MGYG000021242	ERZ931114
MGYG000034740	ERZ935768
MGYG000001674	CABRLP01
MGYG000082604	NMXO01
MGYG000035238	QSVY01
MGYG000207559	ERZ898013
MGYG000081693	ERZ875209
MGYG000167523	ERZ864731
MGYG000153522	ERZ830981
MGYG000105793	ERZ901743
MGYG000031983	ERZ899287
MGYG000060681	ERZ848390
MGYG000204738	ERZ985384
MGYG000004890	CAJMQX01
MGYG000115708	ERZ844248
MGYG000000233	CABJEO02,QUCX01
MGYG000273655	CWXU01
MGYG000250788	ERZ833545,ERZ1617722
MGYG000046266	ERZ902530
MGYG000197346	ERZ868151
MGYG000021503	ERZ835790
MGYG000239313	ERZ972373
MGYG000126957	ERZ983703
MGYG000193627	ERZ974087
MGYG000081998	ERZ832685
MGYG000010062	ERZ865990
MGYG000090228	ERZ989267
MGYG000077416	ALDS01
MGYG000156641	ERZ871552
MGYG000198786	USJF01
MGYG000203004	MWNN01
MGYG000007808	ERZ931850
MGYG000140103	ERZ928325
MGYG000164356	ERZ933301
MGYG000066895	ERZ963559
MGYG000047485	ERZ904451
MGYG000178448	ERZ878863
MGYG000006305	CAJLZQ01
MGYG000281317	AQFJ01
MGYG000116245	ERZ842743
MGYG000099147	ERZ870185
MGYG000226192	ERZ860962
MGYG000041117	ERZ984467
MGYG000192433	ERZ848879
MGYG000163543	CURN01
MGYG000204997	ERZ874168
MGYG000195898	ERZ969157
MGYG000055605	ERZ960151
MGYG000267629	ERZ935619
MGYG000177583	ERZ868559
MGYG000207870	ERZ977558
MGYG000123504	ERZ965778
MGYG000173957	ERZ929622
MGYG000103768	ERZ896814
MGYG000059427	ERZ864019
MGYG000100946	ERZ929727
MGYG000287426	ERZ946433
MGYG000134740	JEZI01
MGYG000207986	ERZ898819
MGYG000130608	ERZ870958
MGYG000224339	ERZ933854
MGYG000246234	ERZ962009
MGYG000092438	ERZ867365
MGYG000142083	ERZ864254
MGYG000141334	ERZ974871
MGYG000260218	ERZ905425
MGYG000059505	ERZ986223
MGYG000194976	ERZ979491
MGYG000207625	ERZ936498
MGYG000191438	ERZ937677
MGYG000155036	CXKR01
MGYG000172546	ERZ873497
MGYG000066257	ERZ905190
MGYG000083655	ERZ898444
MGYG000140390	ERZ965893
MGYG000174992	ERZ989368
MGYG000002982	USRY01,CABSWF01
MGYG000229234	ERZ933005
MGYG000034935	ERZ846625
MGYG000170393	ERZ876912
MGYG000027118	ERZ966354
MGYG000054829	ERZ974407
MGYG000029443	NJLR01
MGYG000246774	ERZ969145
MGYG000033218	ERZ871344
MGYG000284006	ERZ848422
MGYG000250496	ERZ933616
MGYG000075230	ERZ985739
MGYG000002273	QSCF01,CABMFG01
MGYG000247836	ERZ982512
MGYG000003042	UQZO01,CABSYG01
MGYG000046087	ERZ949388
MGYG000182603	ERZ950397
MGYG000247415	ERZ903942
MGYG000178664	ERZ979994
MGYG000099221	ERZ944325
MGYG000188155	ERZ933268
MGYG000058056	ERZ928093
MGYG000240245	ERZ974282
MGYG000197526	ERZ966572
MGYG000133227	ERZ831952
MGYG000229910	ERZ989035
MGYG000030931	ERZ852298
MGYG000124604	ERZ976426
MGYG000277448	ERZ984584
MGYG000103770	ERZ929266
MGYG000059265	NLEO01
MGYG000142070	ERZ978351
MGYG000240629	ERZ860635
MGYG000024830	ERZ875645
MGYG000123866	ERZ875086
MGYG000093563	ERZ976792
MGYG000187629	ERZ844140
MGYG000124897	ERZ859870
MGYG000098714	ERZ834379
MGYG000264603	ERZ865580
MGYG000265807	ERZ839367
MGYG000204441	ERZ839809
MGYG000208693	ERZ967939
MGYG000232739	ERZ905468
MGYG000248080	ERZ927612
MGYG000085750	ERZ839235
MGYG000267263	ERZ867074
MGYG000198108	PPTP01
MGYG000144980	ERZ984481
MGYG000144150	ERZ967827
MGYG000262280	ERZ979726
MGYG000016715	ERZ835984
MGYG000134413	ERZ974366
MGYG000138469	ERZ977453
MGYG000049872	ERZ900054
MGYG000199973	ERZ900288
MGYG000013370	ERZ870638
MGYG000116907	ERZ843879
MGYG000289112	CUIS01
MGYG000058276	ERZ980816
MGYG000081878	ERZ976807
MGYG000190472	ERZ986568
MGYG000267879	ERZ987007
MGYG000184275	ERZ830231
MGYG000116133	ERZ867532
MGYG000061098	ERZ879239
MGYG000273908	ERZ869434
MGYG000228610	ERZ877489
MGYG000273195	ERZ845701
MGYG000138958	ERZ901612
MGYG000205989	ERZ900299
MGYG000001645	CABRKJ01
MGYG000150994	ERZ876600
MGYG000268488	ERZ983146
MGYG000084306	ERZ844407
MGYG000004423	CABUVY01
MGYG000157653	ERZ868161
MGYG000039220	ERZ900226
MGYG000049977	ERZ875024
MGYG000121287	ERZ983870
MGYG000005778	CAJLCZ01
MGYG000051918	ERZ980390
MGYG000236993	ERZ971498
MGYG000112104	ERZ974783
MGYG000250112	ERZ867445
MGYG000024050	ERZ873789
MGYG000051864	ERZ986183
MGYG000015222	ERZ929565
MGYG000253898	MOTH01
MGYG000018820	ERZ960157
MGYG000196858	ERZ944286
MGYG000278503	ERZ972437,ERZ1638579
MGYG000159052	ERZ932014
MGYG000276033	ERZ988413
MGYG000066932	CUNG01
MGYG000003331.1	CABTIC01
MGYG000142943	ERZ870828
MGYG000282085	ERZ839586
MGYG000258679	ERZ970810
MGYG000191010	ERZ851753
MGYG000025975	ERZ905668
MGYG000074024	ERZ958617
MGYG000051400	ERZ981523
MGYG000031931	ERZ833195
MGYG000143607	ERZ860454
MGYG000173564	ERZ906619
MGYG000123065	ERZ898010
MGYG000212358	ERZ988218
MGYG000158777	ERZ879783
MGYG000227883	ERZ842524
MGYG000261597	ERZ985870
MGYG000189793	USGH01
MGYG000275361	ERZ869861
MGYG000265015	ERZ851013
MGYG000024677	ERZ984305
MGYG000032622	ERZ968120
MGYG000230228	ERZ959492
MGYG000149759	ERZ949672
MGYG000015647	ERZ974933
MGYG000100951	ERZ874545
MGYG000217856	ERZ848257
MGYG000119425	ERZ878864
MGYG000136304	ERZ944337
MGYG000055463	ERZ958703
MGYG000141485	ERZ984473
MGYG000011606	ERZ842813
MGYG000256350	ERZ846602
MGYG000005758	CAJLQG01
MGYG000269002	CUKP01
MGYG000125569	ERZ869896
MGYG000011441	ERZ844721
MGYG000134747	ERZ945394
MGYG000274027	LNLH01
MGYG000023511	ERZ978316
MGYG000039304	ERZ861416
MGYG000000923	CABQUQ01,USAN01
MGYG000144184	ERZ967918
MGYG000101030	ERZ895831
MGYG000205300	ERZ987379
MGYG000169528	ERZ849359
MGYG000184613	ERZ970715
MGYG000032294	ERZ848776
MGYG000183104	ERZ832858
MGYG000169216	ERZ935160
MGYG000000794	CABQPM01,USIX01
MGYG000149330	ERZ981680
MGYG000241629	ERZ840280
MGYG000184946	ERZ861052
MGYG000272195	ERZ972638
MGYG000275096	ERZ898309
MGYG000209018	CXBV01
MGYG000076338	JSSV01
MGYG000226832	QSUO01
MGYG000082296	ERZ979730
MGYG000230471	ERZ875957
MGYG000115084	ERZ842565
MGYG000029649	ERZ981337
MGYG000001230	CABRGG01
MGYG000227552	ERZ899450
MGYG000071666	ERZ874236
MGYG000214917	ERZ848013
MGYG000001016	UQSG01,CABQXV01
MGYG000132849	ERZ865666
MGYG000228119	ERZ986312
MGYG000142741	ERZ969230
MGYG000258785	ERZ970357
MGYG000061361	ERZ947470
MGYG000016744	ERZ935544
MGYG000206736	ERZ848827
MGYG000243082	ERZ831102
MGYG000152795	ERZ944801
MGYG000237001	ERZ1577424,ERZ874891
MGYG000065461	ERZ902051
MGYG000194609	ERZ936628
MGYG000139226	ERZ979311
MGYG000150034	ERZ874221
MGYG000111600	ERZ971162
MGYG000075192	ERZ970651
MGYG000252969	GCA_000163915.2
MGYG000264250	ERZ986444
MGYG000056627	ERZ844724
MGYG000133480	NLUW01
MGYG000216553	QRPG01
MGYG000005625	CAJJRP01
MGYG000167830	JSSY01
MGYG000280580	ERZ950346
MGYG000279309	ERZ989270
MGYG000063317	ERZ989061
MGYG000242420	ERZ975245
MGYG000076840	ERZ933857
MGYG000243360	ERZ829571
MGYG000031339	ERZ987170
MGYG000023984	ERZ899806
MGYG000019788	ERZ862441
MGYG000133107	ERZ860273
MGYG000141902	ERZ843100
MGYG000034234	ERZ861896
MGYG000078433	ERZ832992
MGYG000102076	ERZ987738
MGYG000006086	CAJKLI01
MGYG000105941	ERZ904878
MGYG000149006	UROD01
MGYG000003975	CABUGK01
MGYG000015038	QROX01
MGYG000046543	ERZ862897
MGYG000029070	ERZ900836
MGYG000245331	ERZ978643
MGYG000218959	ERZ981091
MGYG000268040	ERZ974496
MGYG000225199	ERZ829810
MGYG000238670	ERZ872226
MGYG000202683	ERZ931226
MGYG000089315	ERZ849780
MGYG000008285	ERZ851976
MGYG000099426	ERZ980105
MGYG000267766	ERZ987098
MGYG000008927	ERZ965768
MGYG000004473	CABUXT01
MGYG000089691	ERZ879199,ERZ1568483
MGYG000185291	ERZ900878
MGYG000034038	ERZ863306
MGYG000275252	ERZ848355
MGYG000175627	ERZ972685
MGYG000213820	ERZ905345
MGYG000232726	QSQR01
MGYG000036356	ERZ969772
MGYG000154352	ERZ898824
MGYG000062024	ERZ963350
MGYG000289000	ERZ860109
MGYG000001783	CABROP01
MGYG000089789	ERZ975307
MGYG000283030	ERZ901608
MGYG000037649	BDPK01
MGYG000084829	ERZ984365
MGYG000056605	ERZ905201
MGYG000137974	ERZ864020
MGYG000247820	ERZ966663
MGYG000284071	ERZ837952
MGYG000010040	ERZ967841
MGYG000201271	ERZ835617
MGYG000051626	ERZ966847
MGYG000250732	ERZ934889
MGYG000119154	ERZ971110
MGYG000209692	ERZ875232
MGYG000030846	ERZ979685
MGYG000168697	ERZ862496
MGYG000055736	ERZ847963
MGYG000182934	ERZ843271
MGYG000173341	ERZ971776
MGYG000239394	ERZ906347
MGYG000132229	ERZ899332
MGYG000064251	ERZ871887
MGYG000107934	ERZ935587
MGYG000209257	ERZ837398
MGYG000022598	ERZ847138
MGYG000128146	ERZ847282
MGYG000231155	ERZ970102
MGYG000072499	ERZ929400
MGYG000018712	ERZ963160
MGYG000215663	ERZ899853
MGYG000241701	ERZ935056
MGYG000229818	ERZ860193
MGYG000129619	ERZ946281
MGYG000056194	ERZ934070
MGYG000168878	GCA_000706965.1
MGYG000056670	ERZ973083
MGYG000105445	ERZ868293
MGYG000205267	ERZ927809
MGYG000126853	ERZ965784
MGYG000014273	ERZ973269
MGYG000126988	ERZ872994
MGYG000136345	ERZ985841
MGYG000171380	ERZ989592
MGYG000005888	CAJMGJ01
MGYG000183719	ERZ972900
MGYG000070432	ERZ960309
MGYG000147782	ERZ848870
MGYG000059645	CAAECE01
MGYG000068188	ERZ862349
MGYG000271939	ERZ850287
MGYG000258525	ERZ929623
MGYG000006406	CAJKHG01
MGYG000248889	ERZ843687
MGYG000074528	ERZ983386
MGYG000035776	ERZ900471
MGYG000123144	ERZ983819
MGYG000150760	ERZ844517
MGYG000096244	ERZ935693
MGYG000062201	ERZ849556
MGYG000167981	ERZ867145
MGYG000136566	ERZ982805
MGYG000069841	ERZ973393
MGYG000153883	ERZ875204
MGYG000138873	ERZ968234
MGYG000054593	QSEW01
MGYG000036449	ERZ835644
MGYG000050574	ERZ900482
MGYG000058219	ERZ844868
MGYG000097531	ERZ902088
MGYG000071979	ERZ948842
MGYG000205784	ERZ850230
MGYG000186203	ERZ934458
MGYG000154439	ERZ875830
MGYG000005831	CAJLQD01
MGYG000257916	ERZ852544
MGYG000166977	ERZ865612
MGYG000218985	ERZ934237
MGYG000105433	PUHJ01
MGYG000287563	ERZ935629
MGYG000145753	ERZ985235
MGYG000155218	ERZ988649
MGYG000261156	ERZ987895
MGYG000012589	ERZ987573
MGYG000222550	ERZ988375
MGYG000172353	ERZ866809
MGYG000213875	ERZ836783
MGYG000225756	ERZ989183
MGYG000079622	ERZ878152
MGYG000100637	CYBN01
MGYG000001917	CABRTO01
MGYG000137969	CXCC01
MGYG000072393	ERZ929317
MGYG000196007	ERZ947179
MGYG000216524	ERZ864996
MGYG000196132	ERZ927337
MGYG000233677	ALPQ01
MGYG000286529	ERZ840197
MGYG000250183	ERZ835288
MGYG000255802	ERZ978169
MGYG000181717	ERZ903315
MGYG000040334	ERZ973578
MGYG000206092	ERZ987194
MGYG000222016	ERZ902707
MGYG000090917	ERZ974775
MGYG000191773	ERZ962452
MGYG000256667	ERZ962159
MGYG000211666	ERZ980385
MGYG000015652	ERZ966621
MGYG000003144	CAWRMO01,CABTBD01
MGYG000193544	ERZ873185
MGYG000139478	ERZ847301
MGYG000090766	ERZ863908
MGYG000057105	ERZ981683
MGYG000289332	ERZ928721
MGYG000260000	ERZ980156
MGYG000254912	ERZ970368
MGYG000232075	ERZ974832
MGYG000148695	ERZ950021
MGYG000196095	ERZ927476
MGYG000143910	URNS01
MGYG000145535	ERZ944657
MGYG000171061	CAAELG01
MGYG000033782	ERZ967064
MGYG000239712	AATL02
MGYG000182910	ERZ980464
MGYG000185604	ERZ898880
MGYG000252712	ERZ983087
MGYG000011641	ERZ987400
MGYG000180888	USLU01
MGYG000026262	ERZ838187
MGYG000095957	ERZ876992
MGYG000142412	ERZ848887
MGYG000229283	ERZ903878
MGYG000277655	ERZ867095
MGYG000067067	ERZ978965
MGYG000086777	ERZ936088
MGYG000118021	NSAY01
MGYG000107382	ERZ868564
MGYG000020242	ERZ831707
MGYG000261530	ERZ843034
MGYG000246603	ERZ838773
MGYG000140015	CYEW01
MGYG000132163	ERZ850217
MGYG000035780	ERZ976404
MGYG000063566	ERZ834054
MGYG000248344	ERZ879745
MGYG000233983	ERZ874935
MGYG000000291	CABPVY01
MGYG000040821	ERZ872122
MGYG000017633	ERZ832497
MGYG000229731	ERZ988676
MGYG000178740	ERZ847701
MGYG000249998	ERZ901910
MGYG000070896	ERZ937201
MGYG000166754	MOZA01
MGYG000274365	ERZ874228
MGYG000001908	CABRTI01
MGYG000074526	ERZ964554
MGYG000066104	ERZ973550
MGYG000014197	ERZ931658
MGYG000250713	ERZ862565
MGYG000271384	ERZ873962
MGYG000240609	GCA_000520035.1
MGYG000105686	ERZ980434
MGYG000074328	CZLS01
MGYG000135107	ERZ961466
MGYG000280247	ERZ970952
MGYG000060824	ERZ838378
MGYG000231280	ERZ934790
MGYG000182524	ERZ870972
MGYG000210420	ERZ838612
MGYG000207631	ERZ835685
MGYG000028742	ERZ977527
MGYG000204885	ERZ946873
MGYG000252008	ERZ968339
MGYG000242738	ERZ877535
MGYG000064432	ERZ871889
MGYG000176054	ERZ960285
MGYG000052356	ERZ870912
MGYG000025277	CXJN01
MGYG000229372	ERZ979375
MGYG000104795	CAAGKD01
MGYG000165281	ERZ873660
MGYG000252996	GCA_000156635.1
MGYG000273617	ERZ870147
MGYG000207660	NMDR01
MGYG000049571	ERZ836656
MGYG000061742	ERZ843566
MGYG000090005	JAIR01
MGYG000265676	ERZ844635
MGYG000139722	ERZ848506
MGYG000177515	ERZ834402
MGYG000117584	ERZ878227
MGYG000108606	ERZ972411
MGYG000100322	ERZ904594
MGYG000108049	ERZ945170
MGYG000059520	ERZ849574
MGYG000260466	LYNY01
MGYG000082060	ERZ973417
MGYG000089987	ERZ879608
MGYG000159679	ERZ934756
MGYG000031787	ERZ983673
MGYG000057064	ERZ989512
MGYG000174001	ERZ844079
MGYG000227214	ERZ871242
MGYG000091740	ERZ968204
MGYG000050592	ERZ848626
MGYG000010076	ERZ845339
MGYG000188722	ERZ843077
MGYG000004014	CABUHT01
MGYG000206206	JNQK01
MGYG000101155	ERZ946481
MGYG000182834	ERZ984736
MGYG000268086	ERZ988996
MGYG000237230	ERZ847069
MGYG000131674	ERZ978249
MGYG000066704	ERZ932076
MGYG000071514	ERZ850507
MGYG000017852	ERZ959211
MGYG000250678	ERZ981381
MGYG000008027	ERZ871557
MGYG000070708	ERZ850593
MGYG000035673	ERZ842846
MGYG000081192	ERZ931050
MGYG000001741	CABRND01
MGYG000185969	ERZ966285
MGYG000188270	ERZ847656
MGYG000001609	CABRIY01
MGYG000004011	CABUHO01
MGYG000103076	ERZ959624
MGYG000187101	ERZ849059
MGYG000119176	ERZ946892
MGYG000111488	ERZ850399
MGYG000165950	ERZ928906
MGYG000082849	ERZ927677
MGYG000216169	QSDW01
MGYG000004824	CAJMNM01
MGYG000191612	ERZ862380
MGYG000153067	ERZ967926
MGYG000067228	ERZ832393
MGYG000090679	GCA_001580115.1
MGYG000164677	ERZ947651
MGYG000170268	ERZ984030
MGYG000204720	ERZ872473
MGYG000096189	ERZ829996
MGYG000024959	URTD01
MGYG000007458	ERZ876468
MGYG000239947	ERZ829111
MGYG000049395	ERZ978459
MGYG000002970	USAY01,CABSVR01
MGYG000249305	ERZ850121
MGYG000267603	ERZ934767
MGYG000038114	ERZ863960
MGYG000208320	ERZ840312
MGYG000124225	ERZ960885
MGYG000079030	ERZ961839
MGYG000065960	ERZ847142
MGYG000041072	ERZ987412
MGYG000027957	ERZ936383
MGYG000017401	ERZ848128
MGYG000014935	MITY01
MGYG000150572	ERZ945550
MGYG000001261	CABKLV02
MGYG000253643	ERZ973884
MGYG000101072	ERZ978055
MGYG000135974	QWRU01
MGYG000070793	ERZ833481
MGYG000129227	ERZ896129
MGYG000057118	ERZ974455
MGYG000176859	ERZ973786
MGYG000182860	ERZ868563
MGYG000103129	LPTT01
MGYG000173068	JOQV01
MGYG000075817	ERZ902454
MGYG000032936	ERZ985919
MGYG000138737	ERZ865402
MGYG000093391	ERZ851303
MGYG000221428	ERZ962902
MGYG000179078	ERZ897939
MGYG000006083	CAJMOC01
MGYG000101946	ERZ981793
MGYG000031001	ERZ831507
MGYG000138280	CAAGDN01
MGYG000009629	ERZ966605
MGYG000227896	MJIP01
MGYG000123055	ERZ982447
MGYG000039507	ERZ878751
MGYG000049976	ERZ873324
MGYG000063086	ERZ981855
MGYG000118727	ERZ876762
MGYG000266497	ERZ872382
MGYG000051369	ERZ848823
MGYG000005921	CAJLFG01
MGYG000242870	ERZ965940
MGYG000139458	ERZ873784
MGYG000152756	ERZ963130
MGYG000251200	ERZ850278
MGYG000094862	ERZ845239
MGYG000218137	ERZ847062
MGYG000106474	ERZ903292
MGYG000251171	ERZ877520
MGYG000128560	ERZ945198
MGYG000189471	ERZ951309
MGYG000109333	ERZ965736
MGYG000287045	ERZ867259
MGYG000009438	PIAY01
MGYG000004135	CABUMK01
MGYG000041270	ERZ962133
MGYG000030055	ERZ838172
MGYG000011031	CAAGLZ01
MGYG000144496	ERZ876624
MGYG000004268	CABPDA01
MGYG000064386	ERZ872352
MGYG000249336	ERZ871504
MGYG000226481	CUJY01
MGYG000184787	ERZ834342
MGYG000005201	CAJKPA01
MGYG000238012	ERZ840049
MGYG000002616	CABSHZ01
MGYG000075941	ERZ904148
MGYG000083905	ERZ967795
MGYG000045086	ERZ934412
MGYG000185668	ERZ961540
MGYG000113836	ERZ862967
MGYG000229744	ERZ975107
MGYG000181974	ERZ849263
MGYG000248624	ERZ865748
MGYG000069694	ERZ860627
MGYG000265451	ERZ935996
MGYG000001062	CABQZX01,CAAEFA01
MGYG000037902	ERZ984663
MGYG000024661	ERZ949482
MGYG000172574	ERZ978537
MGYG000227192	ERZ976501
MGYG000129183	ERZ870347
MGYG000085539	ERZ974698
MGYG000188252	ERZ878438
MGYG000026376	ERZ931817
MGYG000274938	ERZ944764
MGYG000183674	CAAEKI01
MGYG000155077	ERZ971927
MGYG000113743	ERZ949240
MGYG000021876	ERZ966002
MGYG000075161	ERZ976627
MGYG000120869	CAAFIA01
MGYG000268295	ERZ866133
MGYG000175447	ERZ872108
MGYG000005147	CAJMHU01
MGYG000172582	ERZ903210
MGYG000265983	ERZ837122
MGYG000109526	ERZ846409
MGYG000041640	ERZ838549
MGYG000004228	CABUQC01
MGYG000085540	ERZ873165
MGYG000061070	ERZ979381
MGYG000094844	ERZ927592
MGYG000111900	ERZ868762
MGYG000141275	ERZ874693
MGYG000058344	ERZ878591
MGYG000028804	ERZ971224
MGYG000025194	ERZ959955
MGYG000277887	ERZ833618
MGYG000159447	ERZ936395
MGYG000006905	CAJLMB01
MGYG000200322	ERZ835170
MGYG000085434	ERZ950989
MGYG000259314	ERZ836240
MGYG000105073	ERZ960171
MGYG000107608	ERZ865270
MGYG000279746	NLEX01
MGYG000050662	ERZ970019
MGYG000276085	USMG01
MGYG000207436	UFUL01
MGYG000002113	CABSBP01
MGYG000262214	ERZ927945
MGYG000179465	ERZ831451
MGYG000143894	USEG01
MGYG000030747	ERZ947569
MGYG000268354	ERZ945911
MGYG000111690	ERZ981528
MGYG000239040	MZSY01
MGYG000251875	ERZ871411
MGYG000085976	ERZ869659
MGYG000261756	ERZ848023
MGYG000150862	ERZ873105
MGYG000022267	ERZ836621
MGYG000021397	ERZ944447
MGYG000175694	ERZ873265
MGYG000046372	NLDN01
MGYG000246761	ERZ933800
MGYG000151227	ERZ833443
MGYG000228883	ERZ974909
MGYG000278506	ERZ982481
MGYG000051024	ERZ968987
MGYG000109898	ERZ975133
MGYG000162539	LEBE01
MGYG000163973	ERZ879633
MGYG000023456	ERZ842488
MGYG000011772	ERZ977368
MGYG000028796	ERZ982208
MGYG000270256	ERZ870665
MGYG000157730	ERZ967985
MGYG000040696	ERZ927986
MGYG000158198	ERZ864102
MGYG000256929	ERZ962262
MGYG000015487	ERZ896901
MGYG000260394	ERZ900629
MGYG000100555	ERZ836917
MGYG000168997	ERZ877437
MGYG000248978	ERZ847741
MGYG000126500	ERZ948592
MGYG000223508	AZFO01
MGYG000156882	ERZ989017
MGYG000206203	ERZ960569
MGYG000167819	CUNR01
MGYG000229698	ERZ865835
MGYG000218132	ERZ980293
MGYG000228777	ERZ895408
MGYG000121531	ERZ971352
MGYG000255187	ERZ930812
MGYG000055367	ERZ899061
MGYG000040947	ERZ933091
MGYG000214159	ERZ903592
MGYG000269962	ERZ937770
MGYG000162280	ERZ844806
MGYG000036327	ERZ969730
MGYG000209811	ERZ959237
MGYG000270319	ERZ848858
MGYG000275701	ERZ899749
MGYG000002536	CABMOI01,UATR01
MGYG000074054	ERZ833076
MGYG000029017	ERZ849802
MGYG000124102	ERZ929973
MGYG000289295	ERZ862839
MGYG000002051	CABRYZ01
MGYG000241743	ERZ868824
MGYG000236203	ERZ861461
MGYG000153065	ERZ981406
MGYG000069051	ERZ972796
MGYG000071036	ERZ846531
MGYG000248592	ERZ980695
MGYG000238070	ERZ848831
MGYG000015428	ERZ851439
MGYG000091737	ERZ966394
MGYG000102378	ERZ975843
MGYG000054925	ERZ846206
MGYG000222170	QUEB01
MGYG000222925	ERZ868404
MGYG000073401	ERZ966097
MGYG000267878	ERZ865060
MGYG000170945	ERZ843801
MGYG000286018	ERZ874562
MGYG000193132	ERZ978424
MGYG000092362	ERZ859790
MGYG000015448	CUIH01
MGYG000180105	ERZ872765
MGYG000134452	ERZ903084
MGYG000124008	ERZ985862
MGYG000250856	ERZ836087
MGYG000000188	CABJCS02,QRVE01
MGYG000104033	ERZ830576
MGYG000032797	ERZ983164
MGYG000289372	ERZ966923
MGYG000111452	ERZ982149
MGYG000267050	ERZ896487
MGYG000088561	ERZ845528
MGYG000203031	ERZ936769
MGYG000256734	ERZ876631
MGYG000030455	USQC01
MGYG000060256	ERZ860088
MGYG000051042	QRWY01
MGYG000067510	ERZ863996
MGYG000003822	CABUAI01
MGYG000145350	ERZ959099
MGYG000286266	ERZ946267
MGYG000219818	ERZ845437
MGYG000000931	UQAI01,CABQUR01
MGYG000180550	ERZ872373
MGYG000212332	ERZ875489
MGYG000152249	ERZ967484
MGYG000109537	MOZL01
MGYG000195854	ERZ970487
MGYG000114753	ERZ894738
MGYG000141642	ERZ981209
MGYG000002252	CABSGB01
MGYG000090705	ERZ895895
MGYG000106804	ERZ861524
MGYG000086652	ERZ870876
MGYG000103856	ERZ951380
MGYG000040421	ERZ901621
MGYG000264892	ERZ873495
MGYG000030843	ERZ977790
MGYG000278920	ERZ987641
MGYG000254410	ERZ989536
MGYG000163842	ERZ879738
MGYG000038866	ERZ951496,ERZ1629192
MGYG000145359	ERZ847421
MGYG000004215	CABUPF01
MGYG000000391	CABPZZ01
MGYG000246936	ERZ860327
